mosquito	frame	dom_behav	mean_vel	groomBB	walk_BB	probeBB	fly2	nobehav	walk_only	probe_walk	probe_only	groomvel	walkvel	probevel	flyvel	none>fly	none>probe	none>walk	none>groom	groom>fly	groom>probe	groom>walk	groom>none	walk>fly	walk>probe	walk>groom	walk>none	probe>fly	probe>walk	probe>groom	probe>none	fly>probe	fly>walk	fly>groom	fly>none	none_bouts	groom_bouts	walk_bouts	probe_bouts	fly_bouts	tSNE1_30s_1061per	tSNE2_30s_1061per
0	450	4	6.149876498993326	0.09222222222222222	0.5877777777777777	0.27666666666666667	0.06222222222222222	0.20333333333333334	0.42333333333333334	0.16444444444444445	0.11222222222222222	2.9252661085239757	3.2563048351001673	3.1448172387389	53.29815659116629	0.2727272727272727	0.0	0.7272727272727273	0.0	0.0	0.0	0.5	0.5	0.0	0.3333333333333333	0.08333333333333333	0.5833333333333334	0.0	0.75	0.25	0.0	0.0	0.0	0.0	1.0	11	2	12	4	3	18.420687	9.612042
0	750	3	2.9156629602819337	0.12777777777777777	0.5511111111111111	0.48444444444444446	0.0033333333333333335	0.16666666666666666	0.3111111111111111	0.24	0.24444444444444444	3.116349321345762	3.1064840224363155	2.7059155321591915	7.216687148567266	0.1111111111111111	0.0	0.8888888888888888	0.0	0.0	0.0	0.5	0.5	0.0	0.46153846153846156	0.07692307692307693	0.46153846153846156	0.0	0.8333333333333334	0.16666666666666666	0.0	0.0	0.0	0.0	1.0	9	2	13	6	1	-8.575112	18.355139
0	1050	3	4.106674450859661	0.12666666666666668	0.59	0.4955555555555556	0.021111111111111112	0.11666666666666667	0.3388888888888889	0.2511111111111111	0.24444444444444444	3.2122644340883904	3.4196365562628173	2.7330814615324033	49.64277789528977	0.25	0.0	0.75	0.0	0.0	0.0	1.0	0.0	0.0	0.7272727272727273	0.0	0.2727272727272727	0.0	0.875	0.125	0.0	0.0	0.0	0.0	1.0	4	1	11	8	1	11.627977	9.023909
0	1350	3	4.079544614386018	0.07111111111111111	0.5611111111111111	0.27555555555555555	0.021111111111111112	0.2611111111111111	0.42333333333333334	0.13777777777777778	0.13777777777777778	3.5064046585038824	3.484180521332483	2.6604830443236307	49.64277789528976	0.14285714285714285	0.0	0.8571428571428571	0.0	0.0	0.0	0.0	1.0	0.0	0.46153846153846156	0.07692307692307693	0.46153846153846156	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	7	1	13	7	1	12.089109	9.317758
0	1650	2	4.1663685831318205	0.11333333333333333	0.5855555555555556	0.10888888888888888	0.021111111111111112	0.32555555555555554	0.4955555555555556	0.09	0.01888888888888889	4.4201274578787	3.30874820002816	2.460070157115466	49.64277789528977	0.1111111111111111	0.1111111111111111	0.7777777777777778	0.0	0.0	0.0	0.0	1.0	0.0	0.38461538461538464	0.15384615384615385	0.46153846153846156	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	9	2	13	5	1	13.024174	9.748339
0	1950	3	2.5815540661575103	0.24444444444444444	0.38666666666666666	0.2777777777777778	0.0	0.3411111111111111	0.3	0.08666666666666667	0.19111111111111112	2.817714640520632	3.081016069619535	1.8727328077635157	0.0	0.0	0.2	0.5	0.3	0.0	0.2	0.0	0.8	0.0	0.3	0.2	0.5	0.0	0.8	0.0	0.2	0	0	0	0	10	5	10	5	0	-10.66993	14.141929
0	2250	3	2.2219112855582397	0.37333333333333335	0.21666666666666667	0.48777777777777775	0.0	0.25555555555555554	0.14888888888888888	0.06777777777777778	0.42	2.4763911457735377	2.7782982566595558	1.9462772047065287	0.0	0.0	0.36363636363636365	0.18181818181818182	0.45454545454545453	0.0	0.14285714285714285	0.0	0.8571428571428571	0.0	0.25	0.25	0.5	0.0	0.3333333333333333	0.16666666666666666	0.5	0	0	0	0	11	7	4	6	0	-2.199574	2.8178546
0	2550	3	1.7090272197612038	0.3788888888888889	0.03333333333333333	0.5422222222222223	0.0	0.2866666666666667	0.025555555555555557	0.0077777777777777776	0.5344444444444445	1.7563550912680015	0.8674443992328627	1.7887630795205955	0.0	0.0	0.38461538461538464	0.07692307692307693	0.5384615384615384	0.0	0.25	0.0	0.75	0.0	0.0	0.0	1.0	0.0	0.14285714285714285	0.14285714285714285	0.7142857142857143	0	0	0	0	13	8	2	7	0	8.209681	-2.4315965
0	2850	3	1.7142464564709172	0.2677777777777778	0.024444444444444446	0.43222222222222223	0.0	0.4033333333333333	0.024444444444444446	0.0	0.43222222222222223	1.8510884191810881	0.8564123674108679	1.8417397289424142	0.0	0.0	0.45454545454545453	0.09090909090909091	0.45454545454545453	0.0	0.16666666666666666	0.0	0.8333333333333334	0.0	0.0	0.0	1.0	0.0	0.0	0.14285714285714285	0.8571428571428571	0	0	0	0	11	6	1	7	0	7.211737	-2.6774728
0	3150	3	1.9369786473209267	0.21	0.024444444444444446	0.21666666666666667	0.0	0.5644444444444444	0.024444444444444446	0.0	0.21666666666666667	2.375989711427653	0.8564123674108679	1.703278193512951	0.0	0.0	0.3076923076923077	0.07692307692307693	0.6153846153846154	0.0	0.125	0.0	0.875	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0	0	0	0	13	8	1	5	0	8.1752	-3.579951
0	3450	3	2.1446256490383795	0.3088888888888889	0.0	0.2644444444444444	0.0	0.5477777777777778	0.0	0.0	0.2644444444444444	2.8034062644652353	0.0	2.241287766185645	0.0	0.0	0.18181818181818182	0.0	0.8181818181818182	0.0	0.2222222222222222	0.0	0.7777777777777778	0	0	0	0	0.0	0.0	0.2	0.8	0	0	0	0	11	9	0	5	0	7.5257483	-3.852921
